Epoch, Tot Epochs, Iter, Tot Iters, loss, Elapsed time, training=1/validation=0
2, 10, 90, 311, 0.5502, 0:33:58.078345, 1
2, 10, 100, 311, 0.5435, 0:34:45.654032, 1
2, 10, 110, 311, 0.5230, 0:35:33.291287, 1
2, 10, 120, 311, 0.5158, 0:36:20.831052, 1
2, 10, 130, 311, 0.4993, 0:37:08.615059, 1
2, 10, 140, 311, 0.5076, 0:37:56.415781, 1
2, 10, 150, 311, 0.5229, 0:38:44.059487, 1
2, 10, 160, 311, 0.4789, 0:39:31.253584, 1
2, 10, 170, 311, 0.4991, 0:40:19.382118, 1
2, 10, 180, 311, 0.4933, 0:41:06.775476, 1
2, 10, 190, 311, 0.4955, 0:41:54.345003, 1
2, 10, 200, 311, 0.4748, 0:42:41.885717, 1
2, 10, 210, 311, 0.4875, 0:43:31.011724, 1
2, 10, 220, 311, 0.4852, 0:44:19.113989, 1
2, 10, 230, 311, 0.4968, 0:45:06.882968, 1
2, 10, 240, 311, 0.4647, 0:45:54.695814, 1
2, 10, 250, 311, 0.4732, 0:46:43.056982, 1
2, 10, 260, 311, 0.4249, 0:47:31.207611, 1
2, 10, 270, 311, 0.4381, 0:48:18.857454, 1
2, 10, 280, 311, 0.4225, 0:49:06.314704, 1
2, 10, 290, 311, 0.4509, 0:49:53.700428, 1
2, 10, 300, 311, 0.4229, 0:50:41.486856, 1
2, 10, 310, 311, 0.4029, 0:51:29.311413, 1
2, 10, 10, 311, 0.4224, 0:51:50.015269, 0
2, 10, 20, 311, 0.4504, 0:52:06.392367, 0
2, 10, 30, 311, 0.4286, 0:52:22.754575, 0
2, 10, 40, 311, 0.4309, 0:52:39.129368, 0
2, 10, 50, 311, 0.4314, 0:52:55.514458, 0
2, 10, 60, 311, 0.4126, 0:53:11.871969, 0
2, 10, 70, 311, 0.4247, 0:53:28.234702, 0
2, 10, 80, 311, 0.4256, 0:53:44.696178, 0
2, 10, 90, 311, 0.4444, 0:54:01.132175, 0
2, 10, 100, 311, 0.4185, 0:54:17.650201, 0
2, 10, 110, 311, 0.4304, 0:54:34.075078, 0
3, 10, 10, 311, 0.4147, 0:55:36.249701, 1
3, 10, 20, 311, 0.4305, 0:56:22.200529, 1
3, 10, 30, 311, 0.4485, 0:57:07.690862, 1
3, 10, 40, 311, 0.3856, 0:57:53.009855, 1
3, 10, 50, 311, 0.4262, 0:58:38.183773, 1
3, 10, 60, 311, 0.4092, 0:59:23.419193, 1
3, 10, 70, 311, 0.3940, 1:00:08.656151, 1
3, 10, 80, 311, 0.3784, 1:00:53.902491, 1
3, 10, 90, 311, 0.3764, 1:01:38.936550, 1
3, 10, 100, 311, 0.3565, 1:02:24.064532, 1
3, 10, 110, 311, 0.4066, 1:03:09.223098, 1
3, 10, 120, 311, 0.3617, 1:03:54.405067, 1
3, 10, 130, 311, 0.3536, 1:04:39.490836, 1
3, 10, 140, 311, 0.3706, 1:05:24.816458, 1
3, 10, 150, 311, 0.3506, 1:06:10.132272, 1
3, 10, 160, 311, 0.3362, 1:06:55.205430, 1
3, 10, 170, 311, 0.3554, 1:07:40.290042, 1
3, 10, 180, 311, 0.3673, 1:08:25.430686, 1
3, 10, 190, 311, 0.3896, 1:09:10.508996, 1
3, 10, 200, 311, 0.3310, 1:09:55.534851, 1
3, 10, 210, 311, 0.3327, 1:10:40.707137, 1
3, 10, 220, 311, 0.3187, 1:11:25.928467, 1
3, 10, 230, 311, 0.3561, 1:12:11.145353, 1
3, 10, 240, 311, 0.3332, 1:12:56.379152, 1
3, 10, 250, 311, 0.2987, 1:13:41.666925, 1
3, 10, 260, 311, 0.3273, 1:14:26.800100, 1
3, 10, 270, 311, 0.3247, 1:15:11.944959, 1
3, 10, 280, 311, 0.3171, 1:15:59.415731, 1
3, 10, 290, 311, 0.3068, 1:16:46.839227, 1
3, 10, 300, 311, 0.3032, 1:17:34.559530, 1
3, 10, 310, 311, 0.3031, 1:18:22.075864, 1
3, 10, 10, 311, 0.2746, 1:18:42.730520, 0
3, 10, 20, 311, 0.2835, 1:18:59.069542, 0
3, 10, 30, 311, 0.2776, 1:19:15.348454, 0
3, 10, 40, 311, 0.2797, 1:19:31.605433, 0
3, 10, 50, 311, 0.2805, 1:19:47.821100, 0
3, 10, 60, 311, 0.2771, 1:20:04.092866, 0
3, 10, 70, 311, 0.2674, 1:20:20.409653, 0
3, 10, 80, 311, 0.2760, 1:20:36.843036, 0
3, 10, 90, 311, 0.2825, 1:20:53.085552, 0
3, 10, 100, 311, 0.2753, 1:21:09.424297, 0
3, 10, 110, 311, 0.2826, 1:21:25.792092, 0
4, 10, 10, 311, 0.3024, 1:22:28.774105, 1
4, 10, 20, 311, 0.2971, 1:23:17.021604, 1
4, 10, 30, 311, 0.2766, 1:24:04.828699, 1
4, 10, 40, 311, 0.2853, 1:24:52.420728, 1
4, 10, 50, 311, 0.2725, 1:25:39.894078, 1
4, 10, 60, 311, 0.2940, 1:26:27.326583, 1
4, 10, 70, 311, 0.2680, 1:27:14.776015, 1
4, 10, 80, 311, 0.2755, 1:28:02.446918, 1
4, 10, 90, 311, 0.3075, 1:28:50.209672, 1
4, 10, 100, 311, 0.3018, 1:29:38.050711, 1
4, 10, 110, 311, 0.2526, 1:30:25.725573, 1
4, 10, 120, 311, 0.2437, 1:31:13.220134, 1
4, 10, 130, 311, 0.2672, 1:32:00.532019, 1
4, 10, 140, 311, 0.2471, 1:32:47.990171, 1
4, 10, 150, 311, 0.2593, 1:33:35.771226, 1
4, 10, 160, 311, 0.2562, 1:34:23.081883, 1
4, 10, 170, 311, 0.2669, 1:35:10.779648, 1
4, 10, 180, 311, 0.2657, 1:35:58.447814, 1
4, 10, 190, 311, 0.2541, 1:36:46.270496, 1
4, 10, 200, 311, 0.2513, 1:37:33.671855, 1
4, 10, 210, 311, 0.2555, 1:38:21.511593, 1
4, 10, 220, 311, 0.2548, 1:39:09.400964, 1
4, 10, 230, 311, 0.2553, 1:39:56.780030, 1
4, 10, 240, 311, 0.2330, 1:40:44.381218, 1
4, 10, 250, 311, 0.2594, 1:41:32.109651, 1
4, 10, 260, 311, 0.2556, 1:42:19.667505, 1
4, 10, 270, 311, 0.2362, 1:43:07.281633, 1
4, 10, 280, 311, 0.2393, 1:43:54.929373, 1
4, 10, 290, 311, 0.2467, 1:44:42.718626, 1
4, 10, 300, 311, 0.2352, 1:45:30.088342, 1
4, 10, 310, 311, 0.2645, 1:46:17.965755, 1
4, 10, 10, 311, 0.2083, 1:46:38.499644, 0
4, 10, 20, 311, 0.2041, 1:46:54.724280, 0
4, 10, 30, 311, 0.1980, 1:47:10.962393, 0
4, 10, 40, 311, 0.1968, 1:47:27.171427, 0
4, 10, 50, 311, 0.2041, 1:47:43.454471, 0
4, 10, 60, 311, 0.1951, 1:47:59.788440, 0
4, 10, 70, 311, 0.2059, 1:48:16.017945, 0
4, 10, 80, 311, 0.2005, 1:48:32.333448, 0
4, 10, 90, 311, 0.1951, 1:48:48.625846, 0
4, 10, 100, 311, 0.2010, 1:49:04.904802, 0
4, 10, 110, 311, 0.1840, 1:49:21.225601, 0
5, 10, 10, 311, 0.2299, 1:50:24.234738, 1
5, 10, 20, 311, 0.2203, 1:51:12.450663, 1
5, 10, 30, 311, 0.2127, 1:52:00.253354, 1
5, 10, 40, 311, 0.2358, 1:52:47.729579, 1
5, 10, 50, 311, 0.2196, 1:53:35.868987, 1
5, 10, 60, 311, 0.2183, 1:54:23.431044, 1
5, 10, 70, 311, 0.2102, 1:55:10.980264, 1
5, 10, 80, 311, 0.2333, 1:55:58.693210, 1
5, 10, 90, 311, 0.2318, 1:56:46.223354, 1
5, 10, 100, 311, 0.2341, 1:57:33.553706, 1
5, 10, 110, 311, 0.2287, 1:58:21.102715, 1
5, 10, 120, 311, 0.2374, 1:59:08.938706, 1
5, 10, 130, 311, 0.2131, 1:59:56.416165, 1
5, 10, 140, 311, 0.2183, 2:00:44.158629, 1
5, 10, 150, 311, 0.2048, 2:01:31.291472, 1
5, 10, 160, 311, 0.2144, 2:02:18.996668, 1
5, 10, 170, 311, 0.2126, 2:03:06.716689, 1
5, 10, 180, 311, 0.2294, 2:03:54.167138, 1
5, 10, 190, 311, 0.2157, 2:04:41.529936, 1
5, 10, 200, 311, 0.2113, 2:05:29.262697, 1
5, 10, 210, 311, 0.2226, 2:06:16.800224, 1
5, 10, 220, 311, 0.2155, 2:07:04.747362, 1
5, 10, 230, 311, 0.2265, 2:07:52.437556, 1
5, 10, 240, 311, 0.1708, 2:08:39.735755, 1
5, 10, 250, 311, 0.2126, 2:09:27.145772, 1
5, 10, 260, 311, 0.1719, 2:10:14.830695, 1
5, 10, 270, 311, 0.1987, 2:11:02.280763, 1
5, 10, 280, 311, 0.1827, 2:11:50.014085, 1
5, 10, 290, 311, 0.1877, 2:12:37.685130, 1
5, 10, 300, 311, 0.1947, 2:13:25.267324, 1
5, 10, 310, 311, 0.1817, 2:14:12.811595, 1
5, 10, 10, 311, 0.1635, 2:14:33.491594, 0
5, 10, 20, 311, 0.1619, 2:14:49.721354, 0
5, 10, 30, 311, 0.1863, 2:15:05.924508, 0
5, 10, 40, 311, 0.1695, 2:15:22.182401, 0
5, 10, 50, 311, 0.1566, 2:15:38.424453, 0
5, 10, 60, 311, 0.1747, 2:15:54.844963, 0
5, 10, 70, 311, 0.1716, 2:16:11.209626, 0
5, 10, 80, 311, 0.1623, 2:16:27.514456, 0
5, 10, 90, 311, 0.1583, 2:16:43.861075, 0
5, 10, 100, 311, 0.1685, 2:17:00.168083, 0
5, 10, 110, 311, 0.1591, 2:17:16.536693, 0
6, 10, 10, 311, 0.1854, 2:18:20.014283, 1
6, 10, 20, 311, 0.2012, 2:19:08.130891, 1
6, 10, 30, 311, 0.1926, 2:19:56.087389, 1
6, 10, 40, 311, 0.1684, 2:20:43.925793, 1
6, 10, 50, 311, 0.1715, 2:21:31.607193, 1
6, 10, 60, 311, 0.1805, 2:22:19.307443, 1
6, 10, 70, 311, 0.1831, 2:23:06.947473, 1
6, 10, 80, 311, 0.1769, 2:23:54.374091, 1
6, 10, 90, 311, 0.1792, 2:24:42.215892, 1
6, 10, 100, 311, 0.2171, 2:25:29.863702, 1
6, 10, 110, 311, 0.1912, 2:26:17.613260, 1
6, 10, 120, 311, 0.1920, 2:27:05.187667, 1
6, 10, 130, 311, 0.1776, 2:27:52.650841, 1
6, 10, 140, 311, 0.2168, 2:28:40.168245, 1
6, 10, 150, 311, 0.1733, 2:29:27.526835, 1
6, 10, 160, 311, 0.1932, 2:30:14.893407, 1
6, 10, 170, 311, 0.1698, 2:31:02.727497, 1
6, 10, 180, 311, 0.1739, 2:31:50.486016, 1
6, 10, 190, 311, 0.1945, 2:32:38.556225, 1
6, 10, 200, 311, 0.1603, 2:33:26.208514, 1
6, 10, 210, 311, 0.1633, 2:34:14.081796, 1
6, 10, 220, 311, 0.1797, 2:35:01.836748, 1
6, 10, 230, 311, 0.1645, 2:35:49.444411, 1
6, 10, 240, 311, 0.1933, 2:36:37.123945, 1
6, 10, 250, 311, 0.1786, 2:37:24.828202, 1
6, 10, 260, 311, 0.1775, 2:38:12.470315, 1
6, 10, 270, 311, 0.1574, 2:39:00.235883, 1
6, 10, 280, 311, 0.1732, 2:39:47.903297, 1
6, 10, 290, 311, 0.1532, 2:40:35.482971, 1
6, 10, 300, 311, 0.1841, 2:41:26.129215, 1
6, 10, 310, 311, 0.1643, 2:42:21.350657, 1
6, 10, 10, 311, 0.1535, 2:42:50.218783, 0
6, 10, 20, 311, 0.1253, 2:43:14.173087, 0
6, 10, 30, 311, 0.1403, 2:43:38.159177, 0
6, 10, 40, 311, 0.1486, 2:44:02.192127, 0
6, 10, 50, 311, 0.1409, 2:44:26.124729, 0
6, 10, 60, 311, 0.1498, 2:44:50.133858, 0
6, 10, 70, 311, 0.1497, 2:45:14.286212, 0
6, 10, 80, 311, 0.1420, 2:45:38.430926, 0
6, 10, 90, 311, 0.1483, 2:46:02.600562, 0
6, 10, 100, 311, 0.1429, 2:46:27.750695, 0
6, 10, 110, 311, 0.1536, 2:46:53.491767, 0
7, 10, 10, 311, 0.1866, 2:48:12.667957, 1
7, 10, 20, 311, 0.1718, 2:49:08.166744, 1
7, 10, 30, 311, 0.1993, 2:50:03.742434, 1
7, 10, 40, 311, 0.1697, 2:50:59.341918, 1
7, 10, 50, 311, 0.1695, 2:51:54.973897, 1
7, 10, 60, 311, 0.1673, 2:52:50.614646, 1
7, 10, 70, 311, 0.1602, 2:53:46.530541, 1
7, 10, 80, 311, 0.1728, 2:54:42.242497, 1
7, 10, 90, 311, 0.1491, 2:55:38.285174, 1
7, 10, 100, 311, 0.1808, 2:56:34.147534, 1
7, 10, 110, 311, 0.1585, 2:57:30.194622, 1
7, 10, 120, 311, 0.1583, 2:58:26.130465, 1
7, 10, 130, 311, 0.1639, 2:59:22.334926, 1
7, 10, 140, 311, 0.1988, 3:00:18.547785, 1
7, 10, 150, 311, 0.1739, 3:01:15.098364, 1
7, 10, 160, 311, 0.1765, 3:02:11.365138, 1
7, 10, 170, 311, 0.1677, 3:03:07.458036, 1
7, 10, 180, 311, 0.1826, 3:04:04.231001, 1
7, 10, 190, 311, 0.1560, 3:05:00.797627, 1
7, 10, 200, 311, 0.1729, 3:05:57.190100, 1
7, 10, 210, 311, 0.1431, 3:06:53.863208, 1
7, 10, 220, 311, 0.1570, 3:07:50.092223, 1
7, 10, 230, 311, 0.1742, 3:08:46.438763, 1
7, 10, 240, 311, 0.1781, 3:09:43.273514, 1
7, 10, 250, 311, 0.1714, 3:10:39.925729, 1
7, 10, 260, 311, 0.1470, 3:11:36.704557, 1
7, 10, 270, 311, 0.1670, 3:12:33.253431, 1
7, 10, 280, 311, 0.1684, 3:13:30.113119, 1
7, 10, 290, 311, 0.1615, 3:14:26.606733, 1
7, 10, 300, 311, 0.1499, 3:15:23.104951, 1
7, 10, 310, 311, 0.1550, 3:16:19.886511, 1
7, 10, 10, 311, 0.1380, 3:16:55.419793, 0
7, 10, 20, 311, 0.1366, 3:17:25.192542, 0
7, 10, 30, 311, 0.1245, 3:17:54.934106, 0
7, 10, 40, 311, 0.1354, 3:18:25.170927, 0
7, 10, 50, 311, 0.1252, 3:18:53.599667, 0
7, 10, 60, 311, 0.1310, 3:19:22.993875, 0
7, 10, 70, 311, 0.1384, 3:19:52.291404, 0
7, 10, 80, 311, 0.1393, 3:20:21.627342, 0
7, 10, 90, 311, 0.1477, 3:20:51.130979, 0
7, 10, 100, 311, 0.1400, 3:21:19.491685, 0
7, 10, 110, 311, 0.1250, 3:21:48.844706, 0
8, 10, 10, 311, 0.1402, 3:23:08.634216, 1
8, 10, 20, 311, 0.1930, 3:24:01.575636, 1
8, 10, 30, 311, 0.1541, 3:24:54.142392, 1
8, 10, 40, 311, 0.1463, 3:25:46.934278, 1
8, 10, 50, 311, 0.1679, 3:26:39.686226, 1
8, 10, 60, 311, 0.1658, 3:27:32.595946, 1
8, 10, 70, 311, 0.1703, 3:28:25.584737, 1
8, 10, 80, 311, 0.1486, 3:29:18.671346, 1
8, 10, 90, 311, 0.1655, 3:30:11.800433, 1
8, 10, 100, 311, 0.1503, 3:31:04.891948, 1
8, 10, 110, 311, 0.1581, 3:31:58.296247, 1
8, 10, 120, 311, 0.1573, 3:32:51.699137, 1
8, 10, 130, 311, 0.1505, 3:33:45.217039, 1
8, 10, 140, 311, 0.1616, 3:34:38.617181, 1
8, 10, 150, 311, 0.1380, 3:35:32.233996, 1
8, 10, 160, 311, 0.1661, 3:36:26.052508, 1
8, 10, 170, 311, 0.1456, 3:37:19.709632, 1
8, 10, 180, 311, 0.1462, 3:38:13.921249, 1
8, 10, 190, 311, 0.1682, 3:39:08.806338, 1
8, 10, 200, 311, 0.1424, 3:40:05.643153, 1
8, 10, 210, 311, 0.1480, 3:41:02.540978, 1
8, 10, 220, 311, 0.1482, 3:41:59.244151, 1
8, 10, 230, 311, 0.1404, 3:42:56.269404, 1
8, 10, 240, 311, 0.1628, 3:43:53.835648, 1
8, 10, 250, 311, 0.1574, 3:44:50.321962, 1
8, 10, 260, 311, 0.1574, 3:45:47.303111, 1
8, 10, 270, 311, 0.1568, 3:46:44.557642, 1
8, 10, 280, 311, 0.1544, 3:47:41.418494, 1
8, 10, 290, 311, 0.1448, 3:48:38.235717, 1
8, 10, 300, 311, 0.1785, 3:49:34.989863, 1
8, 10, 310, 311, 0.1588, 3:50:32.132486, 1
8, 10, 10, 311, 0.1106, 3:51:08.819307, 0
8, 10, 20, 311, 0.1358, 3:51:39.169148, 0
8, 10, 30, 311, 0.1166, 3:52:09.736018, 0
8, 10, 40, 311, 0.1490, 3:52:39.985088, 0
8, 10, 50, 311, 0.1256, 3:53:10.778940, 0
8, 10, 60, 311, 0.1365, 3:53:41.607682, 0
8, 10, 70, 311, 0.1311, 3:54:10.875942, 0
8, 10, 80, 311, 0.1279, 3:54:42.031151, 0
8, 10, 90, 311, 0.1365, 3:55:10.953886, 0
8, 10, 100, 311, 0.1223, 3:55:41.292194, 0
8, 10, 110, 311, 0.1272, 3:56:11.815863, 0
9, 10, 10, 311, 0.1573, 3:57:34.407002, 1
9, 10, 20, 311, 0.1555, 3:58:30.736335, 1
9, 10, 30, 311, 0.1622, 3:59:26.523554, 1
9, 10, 40, 311, 0.1470, 4:00:22.440834, 1
9, 10, 50, 311, 0.1610, 4:01:18.325738, 1
9, 10, 60, 311, 0.1492, 4:02:14.848090, 1
9, 10, 70, 311, 0.1512, 4:03:10.727947, 1
9, 10, 80, 311, 0.1551, 4:04:07.150932, 1
9, 10, 90, 311, 0.1582, 4:05:03.317347, 1
9, 10, 100, 311, 0.1352, 4:05:59.803611, 1
9, 10, 110, 311, 0.1746, 4:06:56.444499, 1
9, 10, 120, 311, 0.1465, 4:07:52.691851, 1
9, 10, 130, 311, 0.1365, 4:08:49.491394, 1
9, 10, 140, 311, 0.1492, 4:09:46.528077, 1
9, 10, 150, 311, 0.1461, 4:10:43.487365, 1
9, 10, 160, 311, 0.1507, 4:11:40.365362, 1
9, 10, 170, 311, 0.1597, 4:12:37.555811, 1
9, 10, 180, 311, 0.1312, 4:13:35.117319, 1
9, 10, 190, 311, 0.1561, 4:14:32.470120, 1
9, 10, 200, 311, 0.1623, 4:15:29.529479, 1
9, 10, 210, 311, 0.1382, 4:16:26.496644, 1
9, 10, 220, 311, 0.1171, 4:17:23.729918, 1
9, 10, 230, 311, 0.1412, 4:18:21.207782, 1
9, 10, 240, 311, 0.1455, 4:19:18.304006, 1
9, 10, 250, 311, 0.1485, 4:20:15.666781, 1
9, 10, 260, 311, 0.1528, 4:21:12.788978, 1
9, 10, 270, 311, 0.1470, 4:22:10.105241, 1
9, 10, 280, 311, 0.1434, 4:23:07.507756, 1
9, 10, 290, 311, 0.1460, 4:24:04.913980, 1
9, 10, 300, 311, 0.1293, 4:25:02.079151, 1
9, 10, 310, 311, 0.1588, 4:25:59.148797, 1
9, 10, 10, 311, 0.1337, 4:26:36.214364, 0
9, 10, 20, 311, 0.1231, 4:27:06.777412, 0
9, 10, 30, 311, 0.1245, 4:27:37.653568, 0
9, 10, 40, 311, 0.1480, 4:28:08.561822, 0
9, 10, 50, 311, 0.1335, 4:28:40.067824, 0
9, 10, 60, 311, 0.1278, 4:29:11.547702, 0
9, 10, 70, 311, 0.1310, 4:29:42.267240, 0
9, 10, 80, 311, 0.1272, 4:30:13.006021, 0
9, 10, 90, 311, 0.1252, 4:30:43.768215, 0
9, 10, 100, 311, 0.1242, 4:31:14.403102, 0
9, 10, 110, 311, 0.1268, 4:31:45.097562, 0
10, 10, 10, 311, 0.1364, 4:33:09.163472, 1
10, 10, 20, 311, 0.1724, 4:34:05.384887, 1
10, 10, 30, 311, 0.1273, 4:35:01.136535, 1
10, 10, 40, 311, 0.1310, 4:35:57.116130, 1
10, 10, 50, 311, 0.1397, 4:36:52.927380, 1
10, 10, 60, 311, 0.1534, 4:37:48.977024, 1
10, 10, 70, 311, 0.1471, 4:38:45.173531, 1
10, 10, 80, 311, 0.1515, 4:39:41.746055, 1
10, 10, 90, 311, 0.1662, 4:40:38.192437, 1
10, 10, 100, 311, 0.1253, 4:41:34.613559, 1
10, 10, 110, 311, 0.1524, 4:42:31.038670, 1
10, 10, 120, 311, 0.1575, 4:43:28.142423, 1
10, 10, 130, 311, 0.1432, 4:44:29.697615, 1
10, 10, 140, 311, 0.1458, 4:45:27.011477, 1
10, 10, 150, 311, 0.1709, 4:46:24.980130, 1
10, 10, 160, 311, 0.1510, 4:47:22.218135, 1
10, 10, 170, 311, 0.1510, 4:48:19.417039, 1
10, 10, 180, 311, 0.1528, 4:49:16.898557, 1
10, 10, 190, 311, 0.1699, 4:50:14.558557, 1
10, 10, 200, 311, 0.1429, 4:51:12.336919, 1
10, 10, 210, 311, 0.1382, 4:52:09.507121, 1
10, 10, 220, 311, 0.1510, 4:53:06.943658, 1
10, 10, 230, 311, 0.1463, 4:54:04.850987, 1
10, 10, 240, 311, 0.1505, 4:55:02.269397, 1
10, 10, 250, 311, 0.1234, 4:55:59.947879, 1
10, 10, 260, 311, 0.1334, 4:56:57.345572, 1
10, 10, 270, 311, 0.1345, 4:57:54.805760, 1
10, 10, 280, 311, 0.1588, 4:58:52.533792, 1
10, 10, 290, 311, 0.1408, 4:59:50.297347, 1
10, 10, 300, 311, 0.1686, 5:00:48.103028, 1
10, 10, 310, 311, 0.1381, 5:01:45.888457, 1
10, 10, 10, 311, 0.1362, 5:02:23.193034, 0
10, 10, 20, 311, 0.1254, 5:02:54.327613, 0
10, 10, 30, 311, 0.1302, 5:03:25.461097, 0
10, 10, 40, 311, 0.1208, 5:03:56.602563, 0
10, 10, 50, 311, 0.1253, 5:04:28.686155, 0
10, 10, 60, 311, 0.1279, 5:04:59.471217, 0
10, 10, 70, 311, 0.1298, 5:05:31.328033, 0
10, 10, 80, 311, 0.1167, 5:06:02.693308, 0
10, 10, 90, 311, 0.1154, 5:06:32.910573, 0
10, 10, 100, 311, 0.1266, 5:07:03.104245, 0
10, 10, 110, 311, 0.1181, 5:07:33.584253, 0
